学習地点,Tier_Factor
東京都墨田区東向島３丁目,1.0
東京都墨田区東向島４丁目,1.0
東京都墨田区東向島５丁目,1.0
東京都墨田区東向島６丁目,1.0
東京都墨田区東墨田２丁目,1.0
東京都墨田区東墨田３丁目,1.0
東京都墨田区東駒形１丁目,1.0
東京都墨田区東駒形２丁目,1.0
東京都墨田区東駒形３丁目,1.0
東京都墨田区東駒形４丁目,1.0
東京都墨田区業平１丁目,1.0
東京都墨田区業平２丁目,1.0
東京都墨田区業平３丁目,1.0
東京都墨田区業平４丁目,1.0
東京都墨田区業平５丁目,1.0
東京都墨田区横川２丁目,1.0
東京都墨田区横川４丁目,1.0
東京都墨田区横川５丁目,1.0
東京都墨田区横網１丁目,1.0
東京都墨田区横網２丁目,1.0
東京都墨田区江東橋１丁目,1.0
東京都墨田区江東橋２丁目,1.0333333333333334
東京都墨田区江東橋３丁目,1.0
東京都墨田区江東橋４丁目,1.0
東京都墨田区江東橋５丁目,1.0
東京都墨田区石原１丁目,1.0
東京都墨田区石原２丁目,1.0
東京都墨田区石原３丁目,1.0
東京都墨田区石原４丁目,1.0
東京都墨田区立川１丁目,1.0
東京都墨田区立川２丁目,1.0
東京都墨田区立川３丁目,1.0
東京都墨田区立川４丁目,1.0
東京都墨田区立花１丁目,1.0
東京都墨田区立花３丁目,1.0083333333333333
東京都墨田区立花４丁目,1.0
東京都墨田区立花５丁目,1.0
東京都墨田区立花６丁目,1.0
東京都墨田区緑１丁目,1.0
東京都墨田区緑２丁目,1.0
東京都墨田区緑３丁目,1.0
東京都墨田区緑４丁目,1.02
東京都墨田区菊川１丁目,1.0
東京都墨田区菊川２丁目,1.01
東京都墨田区菊川３丁目,1.0
東京都墨田区錦糸１丁目,1.0
東京都墨田区錦糸３丁目,1.0
東京都墨田区錦糸４丁目,1.0
東京都大田区上池台１丁目,1.0
東京都大田区上池台２丁目,1.0
東京都大田区上池台３丁目,1.0
東京都大田区上池台４丁目,1.0
東京都大田区上池台５丁目,1.0071428571428571
東京都大田区下丸子１丁目,1.0
東京都大田区下丸子２丁目,1.0
東京都大田区下丸子４丁目,1.0
東京都大田区中央１丁目,1.0
東京都大田区中央２丁目,1.0
東京都大田区中央４丁目,1.0
東京都大田区中央５丁目,1.0
東京都大田区中央７丁目,1.0
東京都大田区中央８丁目,1.0
東京都大田区中馬込１丁目,1.0
東京都大田区中馬込２丁目,1.0
東京都大田区中馬込３丁目,1.0
東京都大田区久が原１丁目,1.0
東京都大田区久が原２丁目,1.0
東京都大田区久が原５丁目,1.0
東京都大田区仲六郷１丁目,1.0
東京都大田区仲六郷２丁目,1.0
東京都大田区仲六郷３丁目,1.0
東京都大田区仲六郷４丁目,1.0
東京都大田区仲池上１丁目,1.0
東京都大田区仲池上２丁目,1.0
東京都大田区北千束１丁目,1.05
東京都大田区北千束２丁目,1.0
東京都大田区北嶺町,1.0
東京都大田区北糀谷１丁目,1.0
東京都大田区北糀谷２丁目,1.025
東京都大田区北馬込１丁目,1.0
東京都大田区北馬込２丁目,1.0
東京都大田区千鳥１丁目,1.0
東京都大田区千鳥２丁目,1.0
東京都大田区千鳥３丁目,1.0
東京都大田区南久が原２丁目,1.0
東京都大田区南六郷１丁目,1.0
東京都大田区南六郷２丁目,1.0
東京都大田区南六郷３丁目,1.0
東京都大田区南千束１丁目,1.0
東京都大田区南千束３丁目,1.0
東京都大田区南蒲田１丁目,1.0
東京都大田区南蒲田２丁目,1.0
東京都大田区南蒲田３丁目,1.0
東京都大田区南雪谷１丁目,1.0
東京都大田区南雪谷２丁目,1.0
東京都大田区南雪谷３丁目,1.0
東京都大田区南雪谷５丁目,1.0
東京都大田区南馬込１丁目,1.0
東京都大田区南馬込２丁目,1.0
東京都大田区南馬込３丁目,1.0
東京都大田区南馬込４丁目,1.0
東京都大田区南馬込５丁目,1.0
東京都大田区南馬込６丁目,1.0
東京都大田区多摩川１丁目,1.0
東京都大田区多摩川２丁目,1.0
東京都大田区大森中１丁目,1.0
東京都大田区大森中２丁目,1.0
東京都大田区大森北１丁目,1.0
東京都大田区大森北２丁目,1.0
東京都大田区大森北３丁目,1.0
東京都大田区大森北４丁目,1.0
東京都大田区大森北５丁目,1.0
東京都大田区大森北６丁目,1.0
東京都大田区大森南２丁目,1.0
東京都大田区大森南３丁目,1.0
東京都大田区大森本町１丁目,1.0
東京都大田区大森本町２丁目,1.0
東京都大田区大森東２丁目,1.0
東京都大田区大森東４丁目,1.0
東京都大田区大森西１丁目,1.0
東京都大田区大森西２丁目,1.0
東京都大田区大森西３丁目,1.0
東京都大田区大森西４丁目,1.0166666666666666
東京都大田区大森西５丁目,1.0
東京都大田区大森西６丁目,1.0
東京都大田区山王１丁目,1.0
東京都大田区山王２丁目,1.0125
東京都大田区山王３丁目,1.0285714285714285
東京都大田区山王４丁目,1.0
東京都大田区新蒲田１丁目,1.0
東京都大田区新蒲田３丁目,1.0
東京都大田区本羽田１丁目,1.0
東京都大田区本羽田２丁目,1.0
東京都大田区本羽田３丁目,1.0
東京都大田区東六郷１丁目,1.0
東京都大田区東六郷２丁目,1.0
東京都大田区東六郷３丁目,1.0
東京都大田区東矢口２丁目,1.0
東京都大田区東矢口３丁目,1.0
東京都大田区東糀谷１丁目,1.0
東京都大田区東糀谷４丁目,1.0
東京都大田区東雪谷１丁目,1.0
東京都大田区東雪谷２丁目,1.0
東京都大田区東雪谷４丁目,1.0
東京都大田区東雪谷５丁目,1.0
東京都大田区池上２丁目,1.0
東京都大田区池上３丁目,1.0
東京都大田区池上５丁目,1.0
東京都大田区池上６丁目,1.0
東京都大田区池上７丁目,1.0
東京都大田区田園調布南,1.00625
東京都大田区田園調布本町,1.0
東京都大田区田園調布１丁目,1.0083333333333333
東京都大田区田園調布２丁目,1.0
東京都大田区矢口１丁目,1.0
東京都大田区矢口２丁目,1.0
東京都大田区矢口３丁目,1.0
東京都大田区石川町１丁目,1.0
東京都大田区石川町２丁目,1.0
東京都大田区羽田１丁目,1.0
東京都大田区羽田２丁目,1.0
東京都大田区羽田３丁目,1.0
東京都大田区羽田４丁目,1.0
東京都大田区羽田６丁目,1.0
東京都大田区萩中１丁目,1.0
東京都大田区萩中２丁目,1.0
東京都大田区萩中３丁目,1.0
東京都大田区蒲田本町１丁目,1.0
東京都大田区蒲田本町２丁目,1.0
東京都大田区蒲田１丁目,1.0142857142857142
東京都大田区蒲田３丁目,1.0
東京都大田区蒲田４丁目,1.0214285714285714
東京都大田区蒲田５丁目,1.0
東京都大田区西六郷１丁目,1.0
東京都大田区西六郷３丁目,1.0444444444444445
東京都大田区西六郷４丁目,1.0
東京都大田区西糀谷２丁目,1.0
東京都大田区西糀谷３丁目,1.0
東京都大田区西糀谷４丁目,1.0
東京都大田区西蒲田１丁目,1.0
東京都大田区西蒲田２丁目,1.0
東京都大田区西蒲田４丁目,1.0
東京都大田区西蒲田６丁目,1.0
東京都大田区西蒲田７丁目,1.0
東京都大田区西蒲田８丁目,1.0
東京都大田区西馬込１丁目,1.025
東京都大田区西馬込２丁目,1.0
東京都大田区雪谷大塚町,1.0
東京都大田区鵜の木１丁目,1.01
東京都大田区鵜の木２丁目,1.0
東京都大田区鵜の木３丁目,1.0
東京都文京区千石１丁目,1.025
東京都文京区千石２丁目,1.0058823529411764
東京都文京区千石３丁目,1.01
東京都文京区千石４丁目,1.0
東京都文京区千駄木１丁目,1.0
東京都文京区千駄木２丁目,1.0055555555555555
東京都文京区千駄木３丁目,1.0
東京都文京区千駄木４丁目,1.0
東京都文京区千駄木５丁目,1.0
東京都文京区向丘１丁目,1.0
東京都文京区向丘２丁目,1.0
東京都文京区大塚１丁目,1.0
東京都文京区大塚２丁目,1.0
東京都文京区大塚３丁目,1.0
東京都文京区大塚４丁目,1.0
東京都文京区大塚５丁目,1.0
東京都文京区大塚６丁目,1.011111111111111
東京都文京区小日向１丁目,1.0
東京都文京区小日向２丁目,1.0
東京都文京区小日向４丁目,1.0
東京都文京区小石川１丁目,1.035294117647059
東京都文京区小石川２丁目,1.0076923076923077
東京都文京区小石川３丁目,1.0
東京都文京区小石川４丁目,1.0071428571428571
東京都文京区小石川５丁目,1.0
東京都文京区弥生２丁目,1.0
東京都文京区後楽１丁目,1.0
東京都文京区後楽２丁目,1.0
東京都文京区春日１丁目,1.0
東京都文京区春日２丁目,1.0
東京都文京区本郷１丁目,1.015625
東京都文京区本郷２丁目,1.0
東京都文京区本郷３丁目,1.005
東京都文京区本郷４丁目,1.015
東京都文京区本郷５丁目,1.0214285714285714
東京都文京区本郷６丁目,1.0071428571428571
東京都文京区本郷７丁目,1.0
東京都文京区本駒込１丁目,1.0045454545454546
東京都文京区本駒込２丁目,1.0083333333333333
東京都文京区本駒込４丁目,1.0
東京都文京区本駒込５丁目,1.00625
東京都文京区本駒込６丁目,1.0
東京都文京区根津１丁目,1.0
東京都文京区根津２丁目,1.0
東京都文京区水道１丁目,1.0
東京都文京区水道２丁目,1.0045454545454546
東京都文京区湯島１丁目,1.0
東京都文京区湯島２丁目,1.0083333333333333
東京都文京区湯島３丁目,1.0058823529411764
東京都文京区湯島４丁目,1.0
東京都文京区白山１丁目,1.0
東京都文京区白山２丁目,1.0
東京都文京区白山３丁目,1.0
東京都文京区白山４丁目,1.0
東京都文京区白山５丁目,1.0
東京都文京区目白台１丁目,1.0
東京都文京区目白台２丁目,1.0
東京都文京区目白台３丁目,1.0
東京都文京区西片１丁目,1.0
東京都文京区西片２丁目,1.0
東京都文京区関口１丁目,1.0027777777777778
東京都文京区関口２丁目,1.0
東京都文京区関口３丁目,1.0
東京都文京区音羽１丁目,1.0
東京都文京区音羽２丁目,1.0
東京都新宿区上落合１丁目,1.0
東京都新宿区上落合２丁目,1.0
東京都新宿区上落合３丁目,1.0
東京都新宿区下宮比町,1.0
東京都新宿区下落合１丁目,1.02
東京都新宿区下落合２丁目,1.0
東京都新宿区下落合３丁目,1.0
東京都新宿区下落合４丁目,1.0
東京都新宿区中井１丁目,1.0
東京都新宿区中井２丁目,1.0375
東京都新宿区中町,1.0
東京都新宿区中落合１丁目,1.0
東京都新宿区中落合２丁目,1.025
東京都新宿区中落合３丁目,1.0
東京都新宿区中落合４丁目,1.0
東京都新宿区中里町,1.0
東京都新宿区住吉町,1.0
東京都新宿区余丁町,1.0
東京都新宿区信濃町,1.0
東京都新宿区内藤町,1.0
東京都新宿区北山伏町,1.05
東京都新宿区北新宿１丁目,1.0
東京都新宿区北新宿２丁目,1.0
東京都新宿区北新宿３丁目,1.0
東京都新宿区北新宿４丁目,1.0
東京都新宿区北町,1.0
東京都新宿区南元町,1.0
東京都新宿区南山伏町,1.0
東京都新宿区南榎町,1.0
東京都新宿区南町,1.0333333333333334
東京都新宿区原町１丁目,1.0
東京都新宿区原町２丁目,1.0
東京都新宿区原町３丁目,1.0
東京都新宿区四谷三栄町,1.01
東京都新宿区四谷坂町,1.01
東京都新宿区四谷１丁目,1.0
東京都新宿区四谷２丁目,1.0
東京都新宿区四谷４丁目,1.0
東京都新宿区大久保１丁目,1.0
東京都新宿区大久保２丁目,1.01875
東京都新宿区大久保３丁目,1.0
東京都新宿区大京町,1.0
東京都新宿区富久町,1.003125
東京都新宿区山吹町,1.0
東京都新宿区岩戸町,1.025
東京都新宿区左門町,1.0
東京都新宿区市谷仲之町,1.0416666666666667
東京都新宿区市谷加賀町２丁目,1.0
東京都新宿区市谷本村町,1.0
東京都新宿区市谷柳町,1.0
東京都新宿区市谷田町２丁目,1.0
東京都新宿区市谷田町３丁目,1.0
東京都新宿区市谷甲良町,1.0
東京都新宿区市谷砂土原町３丁目,1.0
東京都新宿区市谷薬王寺町,1.0
東京都新宿区弁天町,1.0
東京都新宿区愛住町,1.0
東京都新宿区戸山１丁目,1.0166666666666666
東京都新宿区戸山３丁目,1.0
東京都新宿区払方町,1.0
東京都新宿区新宿１丁目,1.0
東京都新宿区新宿２丁目,1.0
東京都新宿区新宿５丁目,1.0
東京都新宿区新宿６丁目,1.0
東京都新宿区新宿７丁目,1.0
東京都新宿区新小川町,1.0
東京都新宿区早稲田町,1.0
東京都新宿区早稲田鶴巻町,1.0
東京都新宿区東榎町,1.0
東京都新宿区横寺町,1.05
東京都新宿区歌舞伎町２丁目,1.0
東京都新宿区水道町,1.0
東京都新宿区白銀町,1.0
東京都新宿区百人町１丁目,1.0
東京都新宿区百人町２丁目,1.0
東京都新宿区百人町３丁目,1.0
東京都新宿区矢来町,1.0125
東京都新宿区神楽坂２丁目,1.0
東京都新宿区筑土八幡町,1.025
東京都新宿区箪笥町,1.0
東京都新宿区納戸町,1.05
東京都新宿区舟町,1.00625
東京都新宿区若宮町,1.0
東京都新宿区若松町,1.011111111111111
東京都新宿区若葉１丁目,1.0
東京都新宿区若葉２丁目,1.0
東京都新宿区荒木町,1.0
東京都新宿区西五軒町,1.0
東京都新宿区西新宿３丁目,1.0
東京都新宿区西新宿４丁目,1.0
東京都新宿区西新宿５丁目,1.03
東京都新宿区西新宿６丁目,1.0
東京都新宿区西新宿７丁目,1.0
東京都新宿区西新宿８丁目,1.0
東京都新宿区西早稲田１丁目,1.009090909090909
東京都新宿区西早稲田２丁目,1.0
東京都新宿区西早稲田３丁目,1.0
東京都新宿区西落合１丁目,1.0
東京都新宿区西落合２丁目,1.0
東京都新宿区西落合３丁目,1.0
東京都新宿区西落合４丁目,1.0
東京都新宿区赤城下町,1.0
東京都新宿区高田馬場１丁目,1.0
東京都新宿区高田馬場２丁目,1.0
東京都新宿区高田馬場３丁目,1.0
東京都新宿区高田馬場４丁目,1.0038461538461538
東京都杉並区上井草１丁目,1.05
東京都杉並区上井草２丁目,1.0
東京都杉並区上井草３丁目,1.0
東京都杉並区上荻１丁目,1.0
東京都杉並区上荻２丁目,1.0
東京都杉並区上荻３丁目,1.0
東京都杉並区上荻４丁目,1.0
東京都杉並区上高井戸１丁目,1.0
東京都杉並区上高井戸２丁目,1.0
東京都杉並区上高井戸３丁目,1.0
東京都杉並区下井草１丁目,1.0
東京都杉並区下井草２丁目,1.0
東京都杉並区下井草３丁目,1.0
東京都杉並区下井草４丁目,1.0
東京都杉並区下井草５丁目,1.0
東京都杉並区下高井戸１丁目,1.0
東京都杉並区下高井戸２丁目,1.0
東京都杉並区下高井戸３丁目,1.0
東京都杉並区下高井戸４丁目,1.0
東京都杉並区下高井戸５丁目,1.0
東京都杉並区久我山１丁目,1.03
東京都杉並区久我山３丁目,1.0
東京都杉並区久我山４丁目,1.0
東京都杉並区久我山５丁目,1.0
東京都杉並区井草１丁目,1.0
東京都杉並区井草２丁目,1.0
東京都杉並区井草３丁目,1.0
東京都杉並区井草４丁目,1.0
東京都杉並区今川２丁目,1.0
東京都杉並区今川３丁目,1.0
東京都杉並区今川４丁目,1.0
東京都杉並区南荻窪２丁目,1.0
東京都杉並区南荻窪４丁目,1.0
東京都杉並区和泉１丁目,1.0
東京都杉並区和泉２丁目,1.0
東京都杉並区和泉３丁目,1.0
東京都杉並区和泉４丁目,1.025
東京都杉並区和田１丁目,1.0
東京都杉並区和田２丁目,1.009090909090909
東京都杉並区和田３丁目,1.0
東京都杉並区善福寺１丁目,1.0
東京都杉並区善福寺４丁目,1.0
東京都杉並区堀ノ内１丁目,1.025
東京都杉並区堀ノ内２丁目,1.0029411764705882
東京都杉並区堀ノ内３丁目,1.0
東京都杉並区大宮２丁目,1.025
東京都杉並区天沼２丁目,1.0
東京都杉並区天沼３丁目,1.0
東京都杉並区宮前１丁目,1.0
東京都杉並区宮前３丁目,1.0166666666666666
東京都杉並区宮前４丁目,1.0
東京都杉並区宮前５丁目,1.0166666666666666
東京都杉並区成田東１丁目,1.0
東京都杉並区成田東２丁目,1.05
東京都杉並区成田東４丁目,1.0375
東京都杉並区成田東５丁目,1.005
東京都杉並区成田西１丁目,1.0
東京都杉並区成田西２丁目,1.0
東京都杉並区成田西４丁目,1.0
東京都杉並区方南１丁目,1.0
東京都杉並区方南２丁目,1.0208333333333333
東京都杉並区本天沼２丁目,1.0
東京都杉並区本天沼３丁目,1.0
東京都杉並区松庵１丁目,1.0
東京都杉並区松庵２丁目,1.0
東京都杉並区松庵３丁目,1.0
東京都杉並区桃井２丁目,1.0
東京都杉並区桃井３丁目,1.0
東京都杉並区桃井４丁目,1.0
東京都杉並区梅里１丁目,1.0
東京都杉並区梅里２丁目,1.0
東京都杉並区永福１丁目,1.0
東京都杉並区永福２丁目,1.0
東京都杉並区永福３丁目,1.0
東京都杉並区永福４丁目,1.0
東京都杉並区浜田山１丁目,1.05
東京都杉並区浜田山２丁目,1.0
東京都杉並区浜田山３丁目,1.025
東京都杉並区浜田山４丁目,1.0045454545454546
東京都杉並区清水１丁目,1.0
東京都杉並区清水２丁目,1.0
東京都杉並区清水３丁目,1.0
東京都杉並区荻窪１丁目,1.0
東京都杉並区荻窪２丁目,1.0
東京都杉並区荻窪３丁目,1.0291666666666666
東京都杉並区荻窪４丁目,1.011111111111111
東京都杉並区荻窪５丁目,1.003125
東京都杉並区西荻北１丁目,1.0
東京都杉並区西荻北２丁目,1.01
東京都杉並区西荻北３丁目,1.0
東京都杉並区西荻北４丁目,1.0
東京都杉並区西荻北５丁目,1.0
東京都杉並区西荻南２丁目,1.005
東京都杉並区西荻南３丁目,1.0
東京都杉並区西荻南４丁目,1.0
東京都杉並区阿佐谷北１丁目,1.0
東京都杉並区阿佐谷北４丁目,1.0
東京都杉並区阿佐谷北５丁目,1.0
東京都杉並区阿佐谷南１丁目,1.0
東京都杉並区阿佐谷南２丁目,1.0
東京都杉並区阿佐谷南３丁目,1.0083333333333333
東京都杉並区高井戸東１丁目,1.0
東京都杉並区高井戸東２丁目,1.0
東京都杉並区高井戸東３丁目,1.0
東京都杉並区高井戸東４丁目,1.0166666666666666
東京都杉並区高井戸西１丁目,1.0
東京都杉並区高井戸西２丁目,1.05
東京都杉並区高円寺北１丁目,1.0
東京都杉並区高円寺北２丁目,1.0
東京都杉並区高円寺北３丁目,1.0
東京都杉並区高円寺北４丁目,1.0
東京都杉並区高円寺南１丁目,1.0
東京都杉並区高円寺南２丁目,1.0
東京都杉並区高円寺南３丁目,1.0166666666666666
東京都杉並区高円寺南４丁目,1.0
東京都杉並区高円寺南５丁目,1.005
東京都板橋区三園１丁目,1.0
東京都板橋区上板橋１丁目,1.0
東京都板橋区上板橋２丁目,1.0
東京都板橋区中丸町,1.015
東京都板橋区中台１丁目,1.0
東京都板橋区中台２丁目,1.0
東京都板橋区中台３丁目,1.0
東京都板橋区中板橋,1.0
東京都板橋区仲宿,1.0071428571428571
東京都板橋区前野町１丁目,1.0
東京都板橋区前野町２丁目,1.0
東京都板橋区前野町３丁目,1.0
東京都板橋区前野町４丁目,1.0
東京都板橋区前野町５丁目,1.0
東京都板橋区前野町６丁目,1.0
東京都板橋区加賀１丁目,1.018181818181818
東京都板橋区加賀２丁目,1.0
東京都板橋区南常盤台１丁目,1.0
東京都板橋区南常盤台２丁目,1.0
東京都板橋区南町,1.0
東京都板橋区双葉町,1.0
東京都板橋区向原１丁目,1.0
東京都板橋区向原２丁目,1.0
東京都板橋区向原３丁目,1.0
東京都板橋区四葉１丁目,1.0
東京都板橋区坂下１丁目,1.0
東京都板橋区坂下２丁目,1.0
東京都板橋区坂下３丁目,1.0045454545454546
東京都板橋区大原町,1.0
東京都板橋区大和町,1.0
東京都板橋区大山東町,1.0
東京都板橋区大山町,1.0
東京都板橋区大山西町,1.0083333333333333
東京都板橋区大山金井町,1.0
東京都板橋区大谷口上町,1.0
東京都板橋区大谷口北町,1.0
東京都板橋区大谷口２丁目,1.0
東京都板橋区宮本町,1.0
東京都板橋区富士見町,1.0
東京都板橋区小茂根１丁目,1.0214285714285714
東京都板橋区小茂根２丁目,1.01
東京都板橋区小茂根３丁目,1.0
東京都板橋区小茂根４丁目,1.0
東京都板橋区小豆沢１丁目,1.0
東京都板橋区小豆沢２丁目,1.0083333333333333
東京都板橋区小豆沢３丁目,1.0
東京都板橋区小豆沢４丁目,1.0
東京都板橋区常盤台１丁目,1.0
東京都板橋区常盤台２丁目,1.0
東京都板橋区常盤台３丁目,1.0
東京都板橋区常盤台４丁目,1.0
東京都板橋区幸町,1.0
東京都板橋区弥生町,1.0
東京都板橋区徳丸１丁目,1.0
東京都板橋区徳丸２丁目,1.0
東京都板橋区徳丸３丁目,1.0
東京都板橋区徳丸４丁目,1.0
東京都板橋区徳丸６丁目,1.0
東京都板橋区志村１丁目,1.0125
東京都板橋区志村２丁目,1.0
東京都板橋区志村３丁目,1.0
東京都板橋区成増１丁目,1.0038461538461538
東京都板橋区成増２丁目,1.0166666666666666
東京都板橋区成増３丁目,1.011111111111111
東京都板橋区成増４丁目,1.0
東京都板橋区成増５丁目,1.0
東京都板橋区新河岸３丁目,1.0
東京都板橋区本町,1.0
東京都板橋区東坂下１丁目,1.0
東京都板橋区東坂下２丁目,1.0
東京都板橋区東新町１丁目,1.0
東京都板橋区東新町２丁目,1.0
東京都板橋区板橋１丁目,1.0
東京都板橋区板橋２丁目,1.0
東京都板橋区板橋３丁目,1.0
東京都板橋区板橋４丁目,1.0
東京都板橋区栄町,1.0
東京都板橋区桜川２丁目,1.0
東京都板橋区氷川町,1.0
東京都板橋区清水町,1.0
東京都板橋区熊野町,1.0
東京都板橋区相生町,1.0
東京都板橋区舟渡１丁目,1.0
東京都板橋区舟渡２丁目,1.0
東京都板橋区舟渡３丁目,1.0
東京都板橋区若木１丁目,1.0
東京都板橋区若木２丁目,1.0
東京都板橋区若木３丁目,1.0
東京都板橋区蓮根１丁目,1.0
東京都板橋区蓮根２丁目,1.0
東京都板橋区蓮根３丁目,1.0214285714285714
東京都板橋区蓮沼町,1.0
東京都板橋区西台４丁目,1.0
東京都板橋区赤塚新町３丁目,1.0
東京都板橋区赤塚１丁目,1.0
東京都板橋区赤塚２丁目,1.0
東京都板橋区赤塚６丁目,1.0
東京都板橋区高島平１丁目,1.0
東京都板橋区高島平２丁目,1.0
東京都板橋区高島平３丁目,1.0
東京都板橋区高島平５丁目,1.0
東京都板橋区高島平７丁目,1.0
東京都板橋区高島平８丁目,1.0
東京都板橋区高島平９丁目,1.0
東京都江戸川区一之江町,1.0
東京都江戸川区一之江４丁目,1.0
東京都江戸川区一之江５丁目,1.0
東京都江戸川区一之江６丁目,1.0
東京都江戸川区一之江８丁目,1.0
東京都江戸川区上一色２丁目,1.0
東京都江戸川区上篠崎２丁目,1.0
東京都江戸川区中央１丁目,1.0
東京都江戸川区中央２丁目,1.0
東京都江戸川区中央３丁目,1.0
東京都江戸川区中央４丁目,1.0
東京都江戸川区中葛西１丁目,1.0
東京都江戸川区中葛西２丁目,1.0
東京都江戸川区中葛西３丁目,1.0
東京都江戸川区中葛西４丁目,1.0
東京都江戸川区中葛西５丁目,1.0
東京都江戸川区中葛西６丁目,1.0
東京都江戸川区中葛西７丁目,1.0
東京都江戸川区北小岩１丁目,1.0
東京都江戸川区北小岩２丁目,1.0
東京都江戸川区北小岩３丁目,1.0
東京都江戸川区北小岩６丁目,1.0
東京都江戸川区北篠崎２丁目,1.0
東京都江戸川区北葛西１丁目,1.05
東京都江戸川区北葛西４丁目,1.0
東京都江戸川区南小岩４丁目,1.0
東京都江戸川区南小岩５丁目,1.0
東京都江戸川区南小岩６丁目,1.1285714285714286
東京都江戸川区南小岩７丁目,1.0
東京都江戸川区南小岩８丁目,1.0
東京都江戸川区南篠崎町１丁目,1.0
東京都江戸川区南篠崎町２丁目,1.0
東京都江戸川区南篠崎町３丁目,1.0
東京都江戸川区南篠崎町４丁目,1.0
東京都江戸川区南篠崎町５丁目,1.0
東京都江戸川区南葛西１丁目,1.0
東京都江戸川区南葛西２丁目,1.0
東京都江戸川区南葛西３丁目,1.0
東京都江戸川区南葛西４丁目,1.0
東京都江戸川区南葛西５丁目,1.0
東京都江戸川区南葛西６丁目,1.0
東京都江戸川区南葛西７丁目,1.0
東京都江戸川区大杉１丁目,1.0
東京都江戸川区大杉４丁目,1.0
東京都江戸川区宇喜田町,1.0
東京都江戸川区小松川１丁目,1.25
東京都江戸川区小松川２丁目,1.0071428571428571
東京都江戸川区小松川３丁目,1.0
東京都江戸川区平井１丁目,1.0
東京都江戸川区平井２丁目,1.0
東京都江戸川区平井３丁目,1.0
東京都江戸川区平井４丁目,1.0236842105263158
東京都江戸川区平井５丁目,1.09375
東京都江戸川区平井６丁目,1.0166666666666666
東京都江戸川区平井７丁目,1.0
東京都江戸川区新堀１丁目,1.0
東京都江戸川区新堀２丁目,1.0
東京都江戸川区春江町２丁目,1.0
東京都江戸川区春江町４丁目,1.0
東京都江戸川区春江町５丁目,1.0
東京都江戸川区本一色１丁目,1.0
東京都江戸川区東小岩１丁目,1.0
東京都江戸川区東小岩４丁目,1.0
東京都江戸川区東小岩５丁目,1.0
東京都江戸川区東小松川１丁目,1.0
東京都江戸川区東小松川２丁目,1.0
東京都江戸川区東小松川３丁目,1.0
東京都江戸川区東小松川４丁目,1.0
東京都江戸川区東瑞江３丁目,1.0
東京都江戸川区東葛西１丁目,1.0
東京都江戸川区東葛西２丁目,1.0
東京都江戸川区東葛西４丁目,1.0
東京都江戸川区東葛西５丁目,1.0
東京都江戸川区東葛西６丁目,1.0
東京都江戸川区東葛西７丁目,1.0
東京都江戸川区東葛西８丁目,1.0
東京都江戸川区東葛西９丁目,1.0
東京都江戸川区松島１丁目,1.0
東京都江戸川区松島２丁目,1.0
東京都江戸川区松島３丁目,1.0
東京都江戸川区松島４丁目,1.0
東京都江戸川区松江１丁目,1.0
東京都江戸川区松江２丁目,1.0
東京都江戸川区松江３丁目,1.0
東京都江戸川区松江４丁目,1.0
東京都江戸川区松江５丁目,1.0
東京都江戸川区松江６丁目,1.0
東京都江戸川区松江７丁目,1.0
東京都江戸川区江戸川２丁目,1.0
東京都江戸川区江戸川４丁目,1.0
東京都江戸川区江戸川６丁目,1.0
東京都江戸川区清新町１丁目,1.0
東京都江戸川区清新町２丁目,1.0
東京都江戸川区瑞江１丁目,1.0
東京都江戸川区篠崎町１丁目,1.0
東京都江戸川区篠崎町２丁目,1.0
東京都江戸川区篠崎町３丁目,1.0
東京都江戸川区篠崎町４丁目,1.0
東京都江戸川区篠崎町７丁目,1.0
東京都江戸川区臨海町５丁目,1.0
東京都江戸川区船堀１丁目,1.0
東京都江戸川区船堀２丁目,1.0
東京都江戸川区船堀３丁目,1.022222222222222
東京都江戸川区船堀４丁目,1.0
東京都江戸川区船堀５丁目,1.0
東京都江戸川区船堀６丁目,1.0
東京都江戸川区船堀７丁目,1.0
東京都江戸川区西一之江３丁目,1.0
東京都江戸川区西一之江４丁目,1.0
東京都江戸川区西小岩１丁目,1.0
東京都江戸川区西小岩２丁目,1.0
東京都江戸川区西小岩３丁目,1.0
東京都江戸川区西小岩４丁目,1.0
東京都江戸川区西小岩５丁目,1.0
東京都江戸川区西瑞江３丁目,1.0
東京都江戸川区西瑞江４丁目,1.0
東京都江戸川区西瑞江５丁目,1.0
東京都江戸川区西葛西１丁目,1.0
東京都江戸川区西葛西２丁目,1.0018518518518518
東京都江戸川区西葛西３丁目,1.0
東京都江戸川区西葛西４丁目,1.0
東京都江戸川区西葛西５丁目,1.0
東京都江戸川区西葛西６丁目,1.0
東京都江戸川区西葛西８丁目,1.0
東京都江戸川区谷河内２丁目,1.0
東京都江戸川区鹿骨１丁目,1.0
東京都江東区三好２丁目,1.0
東京都江東区三好３丁目,1.0
東京都江東区三好４丁目,1.0
東京都江東区亀戸１丁目,1.0
東京都江東区亀戸２丁目,1.0
東京都江東区亀戸３丁目,1.0
東京都江東区亀戸４丁目,1.0
東京都江東区亀戸５丁目,1.0
東京都江東区亀戸６丁目,1.0888888888888888
東京都江東区亀戸７丁目,1.0
東京都江東区亀戸９丁目,1.0
東京都江東区住吉１丁目,1.0
